source,sl_tp,n_trades,pf,sh_d,zpf,zsh_d,net_zpnl,sl_pct,tp_pct,eod_plus_pct,eod_minus_pct,eod_pct,alpha_capm,p_alpha_capm,alpha_capm_cumulative,ci_low_capm,ci_high_capm,beta_capm,se_alpha_capm,t_alpha_capm
FRESH_FULLDS3_BASELINE,2.0x4.5,114516,1.123,1.803,0.762,-4.306,-47820.41,45.1,16.3,26.4,12.2,38.6,-15.608,0.0,-44561.87,-17.616,-13.601,-28.103,1.024,-15.245
FRESH_MASHORT_V1,4.5x3.0,104917,1.102,1.394,0.772,-3.691,-44687.1,15.9,34.4,20.1,29.6,49.7,-14.344,0.0,-40952.87,-16.493,-12.195,-32.587,1.096,-13.087
FRESH_MASHORT_V2VWAP,4.5x3.0,81284,1.126,1.584,0.785,-3.295,-31732.08,15.6,35.2,19.8,29.4,49.2,-10.109,0.0,-28851.16,-11.841,-8.377,-24.878,0.883,-11.443
FRESH_6BCE_V0,8.0x3.0,132518,1.104,1.392,0.836,-2.549,-49549.39,5.5,37.7,19.1,37.6,56.7,-14.989,0.0,-42794.6,-18.273,-11.706,-59.558,1.675,-8.951
FRESH_6BCE_V1VWAP,4.5x3.0,94263,1.173,2.126,0.828,-2.598,-29294.5,14.7,35.1,20.7,29.5,50.2,-9.092,0.0,-25931.19,-11.115,-7.07,-29.546,1.031,-8.815
FRESH_MALONGFLIP_V0,7.0x3.0,99700,1.105,1.369,0.79,-3.173,-41082.9,6.7,36.1,20.5,36.7,57.2,-12.928,0.0,-36883.28,-15.193,-10.663,-36.531,1.155,-11.193
FRESH_MALONGFLIP_VWAP,4.0x3.0,61121,1.187,2.242,0.821,-2.597,-18992.85,18.3,34.3,21.3,26.2,47.5,-6.003,0.0,-17078.66,-7.36,-4.646,-17.167,0.692,-8.675
LIQUIDITY_V0_SWINGLOW_LONG,6.0x2.5,84356,0.888,-1.614,0.617,-6.349,-72614.8,9.6,37.6,15.0,37.8,52.8,-26.801,0.0,-76142.27,-28.863,-24.739,30.147,1.052,-25.488
LIQUIDITY_V1_SWINGLOW_SHORT,4.5x3.0,86463,1.115,1.537,0.784,-3.437,-38221.88,15.5,34.2,20.9,29.4,50.3,-12.244,0.0,-34797.31,-14.257,-10.231,-28.903,1.026,-11.929
LIQUIDITY_V2_SWINGHIGH_SHORT,5.0x3.0,82162,1.074,0.971,0.764,-3.597,-41932.94,13.4,34.2,20.6,31.8,52.4,-13.454,0.0,-38235.46,-15.542,-11.366,-31.329,1.065,-12.633
LIQUIDITY_V3_SWINGHIGH_LONG,6.0x5.0,74246,0.926,-0.912,0.684,-4.504,-59567.08,10.7,14.9,32.5,41.9,74.4,-22.486,0.0,-63882.62,-24.826,-20.146,36.926,1.194,-18.839
